retailer,retailer_id,sell_date,region,state,city,product_category,price_per_unit,units_sold,operating_margin_share,sales_method
Kohl's,1189833,5/6/2021,Запад,Калифорния,Лос-Анджелес,Женская одежда,61,189,"0,35",Онлайн
Kohl's,1189833,5/7/2021,Запад,Калифорния,Лос-Анджелес,Мужская уличная обувь,47,213,"0,54",Онлайн
Kohl's,1189833,5/8/2021,Запад,Калифорния,Лос-Анджелес,Мужская спортивная обувь,50,247,"0,37",Онлайн
Kohl's,1189833,5/9/2021,Запад,Калифорния,Лос-Анджелес,Женская уличная обувь,46,196,"0,50",Онлайн
Kohl's,1189833,5/10/2021,Запад,Калифорния,Лос-Анджелес,Женская спортивная обувь,46,176,"0,50",Онлайн
Kohl's,1189833,5/11/2021,Запад,Калифорния,Лос-Анджелес,Мужская одежда,58,163,"0,67",Онлайн
Kohl's,1189833,5/12/2021,Запад,Калифорния,Лос-Анджелес,Женская одежда,59,189,"0,31",Онлайн
Kohl's,1189833,5/13/2021,Запад,Калифорния,Лос-Анджелес,Мужская уличная обувь,49,224,"0,50",Онлайн
Kohl's,1189833,5/14/2021,Запад,Калифорния,Лос-Анджелес,Мужская спортивная обувь,51,232,"0,36",Онлайн
Kohl's,1189833,5/15/2021,Запад,Калифорния,Лос-Анджелес,Женская уличная обувь,49,176,"0,51",Онлайн
Kohl's,1189833,5/16/2021,Запад,Калифорния,Лос-Анджелес,Женская спортивная обувь,48,175,"0,45",Онлайн
Kohl's,1189833,5/17/2021,Запад,Калифорния,Лос-Анджелес,Мужская одежда,56,174,"0,68",Онлайн
Kohl's,1189833,5/18/2021,Запад,Калифорния,Лос-Анджелес,Женская одежда,62,176,"0,35",Онлайн
Kohl's,1189833,5/19/2021,Запад,Калифорния,Лос-Анджелес,Мужская уличная обувь,49,231,"0,50",Онлайн
Kohl's,1189833,5/20/2021,Запад,Калифорния,Лос-Анджелес,Мужская спортивная обувь,54,215,"0,38",Онлайн
Kohl's,1189833,5/21/2021,Запад,Калифорния,Лос-Анджелес,Женская уличная обувь,47,169,"0,50",Онлайн
Kohl's,1189833,5/22/2021,Запад,Калифорния,Лос-Анджелес,Женская спортивная обувь,47,176,"0,45",Онлайн
Kohl's,1189833,5/23/2021,Запад,Калифорния,Лос-Анджелес,Мужская одежда,55,174,"0,69",Онлайн
Kohl's,1189833,5/24/2021,Запад,Калифорния,Лос-Анджелес,Женская одежда,59,189,"0,34",Онлайн
Kohl's,1189833,5/25/2021,Запад,Калифорния,Лос-Анджелес,Мужская уличная обувь,49,225,"0,51",Онлайн
Kohl's,1189833,5/26/2021,Запад,Калифорния,Лос-Анджелес,Мужская спортивная обувь,50,243,"0,38",Онлайн
Kohl's,1189833,5/27/2021,Запад,Калифорния,Лос-Анджелес,Женская уличная обувь,46,182,"0,54",Онлайн
Kohl's,1189833,5/28/2021,Запад,Калифорния,Лос-Анджелес,Женская спортивная обувь,49,210,"0,50",Онлайн
Kohl's,1189833,5/29/2021,Запад,Калифорния,Лос-Анджелес,Мужская одежда,55,156,"0,65",Онлайн
Kohl's,1189833,5/30/2021,Запад,Калифорния,Лос-Анджелес,Женская одежда,59,196,"0,35",Онлайн
Foot Locker,1185732,5/31/2021,Запад,Калифорния,Лос-Анджелес,Мужская уличная обувь,44,124,"0,52",Онлайн
Foot Locker,1185732,6/1/2021,Запад,Калифорния,Лос-Анджелес,Мужская спортивная обувь,41,77,"0,46",Онлайн
Foot Locker,1185732,6/2/2021,Запад,Калифорния,Лос-Анджелес,Женская уличная обувь,32,83,"0,47",Онлайн
Foot Locker,1185732,6/3/2021,Запад,Калифорния,Лос-Анджелес,Женская спортивная обувь,37,34,"0,52",Онлайн
Foot Locker,1185732,6/4/2021,Средний Запад,Иллинойс,Чикаго,Мужская одежда,53,47,"0,49",Онлайн
Foot Locker,1185732,6/5/2021,Средний Запад,Иллинойс,Чикаго,Женская одежда,41,69,"0,60",Онлайн
Foot Locker,1185732,6/6/2021,Средний Запад,Иллинойс,Чикаго,Мужская уличная обувь,44,158,"0,51",Онлайн
Foot Locker,1185732,6/7/2021,Средний Запад,Иллинойс,Чикаго,Мужская спортивная обувь,43,51,"0,47",Онлайн
Foot Locker,1185732,6/8/2021,Средний Запад,Иллинойс,Чикаго,Женская уличная обувь,32,61,"0,46",Онлайн
Foot Locker,1185732,6/9/2021,Средний Запад,Иллинойс,Чикаго,Женская спортивная обувь,39,28,"0,53",Онлайн
Foot Locker,1185732,6/10/2021,Средний Запад,Иллинойс,Чикаго,Мужская одежда,50,44,"0,47",Онлайн
Foot Locker,1185732,6/11/2021,Средний Запад,Иллинойс,Чикаго,Женская одежда,43,77,"0,65",Онлайн
Foot Locker,1185732,6/12/2021,Средний Запад,Иллинойс,Чикаго,Мужская уличная обувь,47,144,"0,55",Онлайн
Foot Locker,1185732,6/13/2021,Средний Запад,Иллинойс,Чикаго,Мужская спортивная обувь,46,60,"0,48",Онлайн
Foot Locker,1185732,6/14/2021,Средний Запад,Иллинойс,Чикаго,Женская уличная обувь,37,68,"0,45",Онлайн
Foot Locker,1185732,6/15/2021,Средний Запад,Иллинойс,Чикаго,Женская спортивная обувь,41,19,"0,53",Онлайн
Foot Locker,1185732,6/16/2021,Средний Запад,Иллинойс,Чикаго,Мужская одежда,56,38,"0,47",Онлайн
Foot Locker,1185732,6/17/2021,Средний Запад,Иллинойс,Чикаго,Женская одежда,45,63,"0,63",Онлайн
Foot Locker,1185732,6/18/2021,Средний Запад,Иллинойс,Чикаго,Мужская уличная обувь,48,122,"0,52",Онлайн
Foot Locker,1185732,6/19/2021,Средний Запад,Иллинойс,Чикаго,Мужская спортивная обувь,48,44,"0,46",Онлайн
Foot Locker,1185732,6/20/2021,Средний Запад,Иллинойс,Чикаго,Женская уличная обувь,36,42,"0,48",Онлайн
Foot Locker,1185732,6/21/2021,Средний Запад,Иллинойс,Чикаго,Женская спортивная обувь,44,20,"0,50",Онлайн
Foot Locker,1185732,6/22/2021,Средний Запад,Иллинойс,Чикаго,Мужская одежда,54,28,"0,47",Онлайн
Foot Locker,1185732,6/23/2021,Средний Запад,Иллинойс,Чикаго,Женская одежда,49,65,"0,60",Онлайн
Foot Locker,1185732,6/24/2021,Средний Запад,Иллинойс,Чикаго,Мужская уличная обувь,58,134,"0,54",Онлайн
Foot Locker,1185732,6/25/2021,Средний Запад,Иллинойс,Чикаго,Мужская спортивная обувь,53,54,"0,45",Онлайн
Foot Locker,1185732,6/26/2021,Средний Запад,Иллинойс,Чикаго,Женская уличная обувь,49,44,"0,46",Онлайн
Foot Locker,1185732,6/27/2021,Средний Запад,Иллинойс,Чикаго,Женская спортивная обувь,48,28,"0,53",Онлайн
Foot Locker,1185732,6/28/2021,Средний Запад,Иллинойс,Чикаго,Мужская одежда,59,35,"0,46",Онлайн
Foot Locker,1185732,6/29/2021,Средний Запад,Иллинойс,Чикаго,Женская одежда,64,63,"0,60",Онлайн
Foot Locker,1185732,6/30/2021,Средний Запад,Иллинойс,Чикаго,Мужская уличная обувь,46,135,"0,55",Онлайн
Foot Locker,1185732,7/1/2021,Средний Запад,Иллинойс,Чикаго,Мужская спортивная обувь,43,63,"0,45",Онлайн
Foot Locker,1185732,7/2/2021,Средний Запад,Иллинойс,Чикаго,Женская уличная обувь,39,54,"0,45",Онлайн
Foot Locker,1185732,7/3/2021,Средний Запад,Иллинойс,Чикаго,Женская спортивная обувь,38,47,"0,53",Онлайн
Foot Locker,1185732,7/4/2021,Средний Запад,Иллинойс,Чикаго,Мужская одежда,46,51,"0,50",Онлайн
Foot Locker,1185732,7/5/2021,Средний Запад,Иллинойс,Чикаго,Женская одежда,51,105,"0,63",Онлайн
Foot Locker,1185732,7/6/2021,Средний Запад,Иллинойс,Чикаго,Мужская уличная обувь,47,161,"0,52",Онлайн
Foot Locker,1185732,7/7/2021,Средний Запад,Иллинойс,Чикаго,Мужская спортивная обувь,43,81,"0,45",Онлайн
Foot Locker,1185732,7/8/2021,Средний Запад,Иллинойс,Чикаго,Женская уличная обувь,36,65,"0,45",Онлайн
Foot Locker,1185732,7/9/2021,Средний Запад,Иллинойс,Чикаго,Женская спортивная обувь,39,50,"0,54",Онлайн
Foot Locker,1185732,7/10/2021,Средний Запад,Иллинойс,Чикаго,Мужская одежда,47,56,"0,46",Онлайн
Foot Locker,1185732,7/11/2021,Средний Запад,Иллинойс,Чикаго,Женская одежда,54,120,"0,61",Онлайн
Foot Locker,1185732,7/12/2021,Средний Запад,Иллинойс,Чикаго,Мужская уличная обувь,49,149,"0,51",Онлайн
Foot Locker,1185732,7/13/2021,Средний Запад,Иллинойс,Чикаго,Мужская спортивная обувь,41,94,"0,46",Онлайн
Foot Locker,1185732,7/14/2021,Средний Запад,Иллинойс,Чикаго,Женская уличная обувь,38,75,"0,49",Онлайн
Foot Locker,1185732,7/15/2021,Средний Запад,Иллинойс,Чикаго,Женская спортивная обувь,37,63,"0,50",Онлайн
Foot Locker,1185732,7/16/2021,Средний Запад,Иллинойс,Чикаго,Мужская одежда,49,50,"0,50",Онлайн
Foot Locker,1185732,7/17/2021,Средний Запад,Иллинойс,Чикаго,Женская одежда,50,94,"0,65",Онлайн
Foot Locker,1185732,7/18/2021,Средний Запад,Иллинойс,Чикаго,Мужская уличная обувь,47,135,"0,50",Онлайн
Foot Locker,1185732,7/19/2021,Средний Запад,Иллинойс,Чикаго,Мужская спортивная обувь,41,84,"0,49",Онлайн
Foot Locker,1185732,7/20/2021,Средний Запад,Иллинойс,Чикаго,Женская уличная обувь,36,60,"0,47",Онлайн
Foot Locker,1185732,7/21/2021,Средний Запад,Иллинойс,Чикаго,Женская спортивная обувь,36,44,"0,53",Онлайн
Foot Locker,1185732,7/22/2021,Средний Запад,Иллинойс,Чикаго,Мужская одежда,49,49,"0,46",Онлайн
Foot Locker,1185732,7/23/2021,Средний Запад,Иллинойс,Чикаго,Женская одежда,53,73,"0,64",Онлайн
Foot Locker,1185732,7/24/2021,Средний Запад,Иллинойс,Чикаго,Мужская уличная обувь,56,115,"0,55",Онлайн
Foot Locker,1185732,7/25/2021,Средний Запад,Иллинойс,Чикаго,Мужская спортивная обувь,49,75,"0,49",Онлайн
Foot Locker,1185732,7/26/2021,Средний Запад,Иллинойс,Чикаго,Женская уличная обувь,48,39,"0,45",Онлайн
Foot Locker,1185732,7/27/2021,Средний Запад,Иллинойс,Чикаго,Женская спортивная обувь,47,33,"0,51",Онлайн
Foot Locker,1185732,7/28/2021,Средний Запад,Иллинойс,Чикаго,Мужская одежда,56,33,"0,47",Онлайн
Foot Locker,1185732,7/29/2021,Средний Запад,Иллинойс,Чикаго,Женская одежда,60,65,"0,60",Онлайн
Foot Locker,1185732,7/30/2021,Средний Запад,Иллинойс,Чикаго,Мужская уличная обувь,55,112,"0,54",Онлайн
Foot Locker,1185732,7/31/2021,Средний Запад,Иллинойс,Чикаго,Мужская спортивная обувь,46,65,"0,47",Онлайн
Foot Locker,1185732,8/1/2021,Средний Запад,Иллинойс,Чикаго,Женская уличная обувь,48,49,"0,47",Онлайн
Foot Locker,1185732,8/2/2021,Средний Запад,Иллинойс,Чикаго,Женская спортивная обувь,46,53,"0,53",Онлайн
Foot Locker,1185732,8/3/2021,Средний Запад,Иллинойс,Чикаго,Мужская одежда,56,41,"0,50",Онлайн
Foot Locker,1185732,8/4/2021,Средний Запад,Иллинойс,Чикаго,Женская одежда,61,65,"0,60",Онлайн
Foot Locker,1185732,8/5/2021,Средний Запад,Иллинойс,Чикаго,Мужская уличная обувь,57,150,"0,55",Онлайн
Foot Locker,1185732,8/6/2021,Средний Запад,Иллинойс,Чикаго,Мужская спортивная обувь,46,75,"0,48",Онлайн
Foot Locker,1185732,8/7/2021,Средний Запад,Иллинойс,Чикаго,Женская уличная обувь,46,75,"0,49",Онлайн
Foot Locker,1185732,8/8/2021,Средний Запад,Иллинойс,Чикаго,Женская спортивная обувь,49,54,"0,53",Онлайн
Foot Locker,1185732,8/9/2021,Средний Запад,Иллинойс,Чикаго,Мужская одежда,59,58,"0,45",Онлайн
Foot Locker,1185732,8/10/2021,Средний Запад,Иллинойс,Чикаго,Женская одежда,64,81,"0,63",Онлайн
Sports Direct,1197831,8/11/2021,Средний Запад,Иллинойс,Чикаго,Мужская уличная обувь,20,189,"0,40",Онлайн
Sports Direct,1197831,8/12/2021,Средний Запад,Иллинойс,Чикаго,Мужская спортивная обувь,28,196,"0,40",Онлайн
Sports Direct,1197831,8/13/2021,Средний Запад,Иллинойс,Чикаго,Женская уличная обувь,27,158,"0,41",Онлайн
Sports Direct,1197831,8/14/2021,Средний Запад,Иллинойс,Чикаго,Женская спортивная обувь,34,152,"0,51",Онлайн
Sports Direct,1197831,8/15/2021,Юг,Техас,Даллас,Мужская одежда,37,94,"0,35",Онлайн
Sports Direct,1197831,8/16/2021,Юг,Техас,Даллас,Женская одежда,33,147,"0,55",Онлайн
Sports Direct,1197831,8/17/2021,Юг,Техас,Даллас,Мужская уличная обувь,23,176,"0,43",Онлайн
Sports Direct,1197831,8/18/2021,Юг,Техас,Даллас,Мужская спортивная обувь,32,163,"0,40",Онлайн
Sports Direct,1197831,8/19/2021,Юг,Техас,Даллас,Женская уличная обувь,34,119,"0,43",Онлайн
Sports Direct,1197831,8/20/2021,Юг,Техас,Даллас,Женская спортивная обувь,32,128,"0,53",Онлайн
Sports Direct,1197831,8/21/2021,Юг,Техас,Даллас,Мужская одежда,38,75,"0,35",Онлайн
Sports Direct,1197831,8/22/2021,Юг,Техас,Даллас,Женская одежда,32,140,"0,56",Онлайн
Sports Direct,1197831,8/23/2021,Юг,Техас,Даллас,Мужская уличная обувь,29,182,"0,50",Онлайн
Sports Direct,1197831,8/24/2021,Юг,Техас,Даллас,Мужская спортивная обувь,39,169,"0,50",Онлайн
Sports Direct,1197831,8/25/2021,Юг,Техас,Даллас,Женская уличная обувь,28,145,"0,47",Онлайн
Sports Direct,1197831,8/26/2021,Юг,Техас,Даллас,Женская спортивная обувь,32,116,"0,57",Онлайн
Sports Direct,1197831,8/27/2021,Юг,Техас,Даллас,Мужская одежда,38,81,"0,45",Онлайн
Sports Direct,1197831,8/28/2021,Юг,Техас,Даллас,Женская одежда,32,135,"0,63",Онлайн
Sports Direct,1197831,8/29/2021,Юг,Техас,Даллас,Мужская уличная обувь,18,182,"0,45",Онлайн
Sports Direct,1197831,8/30/2021,Юг,Техас,Даллас,Мужская спортивная обувь,28,175,"0,48",Онлайн
Sports Direct,1197831,8/31/2021,Юг,Техас,Даллас,Женская уличная обувь,25,152,"0,49",Онлайн
Sports Direct,1197831,9/1/2021,Юг,Техас,Даллас,Женская спортивная обувь,29,128,"0,59",Онлайн
Sports Direct,1197831,9/2/2021,Юг,Техас,Даллас,Мужская одежда,34,85,"0,40",Онлайн
Sports Direct,1197831,9/3/2021,Юг,Техас,Даллас,Женская одежда,29,156,"0,62",Онлайн
Sports Direct,1197831,9/4/2021,Юг,Техас,Даллас,Мужская уличная обувь,19,195,"0,50",Онлайн
Sports Direct,1197831,9/5/2021,Юг,Техас,Даллас,Мужская спортивная обувь,29,194,"0,49",Онлайн
Sports Direct,1197831,9/6/2021,Юг,Техас,Даллас,Женская уличная обувь,24,175,"0,47",Онлайн
Sports Direct,1197831,9/7/2021,Юг,Техас,Даллас,Женская спортивная обувь,34,154,"0,60",Онлайн
Sports Direct,1197831,9/8/2021,Юг,Техас,Даллас,Мужская одежда,49,131,"0,45",Онлайн
Sports Direct,1197831,9/9/2021,Юг,Техас,Даллас,Женская одежда,43,224,"0,65",Онлайн
Sports Direct,1197831,9/10/2021,Юг,Техас,Даллас,Мужская уличная обувь,41,224,"0,45",Онлайн
Sports Direct,1197831,9/11/2021,Юг,Техас,Даллас,Мужская спортивная обувь,49,200,"0,48",Онлайн
Sports Direct,1197831,9/12/2021,Юг,Техас,Даллас,Женская уличная обувь,44,176,"0,47",Онлайн
Sports Direct,1197831,9/13/2021,Юг,Техас,Даллас,Женская спортивная обувь,43,174,"0,55",Онлайн
Sports Direct,1197831,9/14/2021,Юг,Техас,Даллас,Мужская одежда,45,145,"0,43",Онлайн
Sports Direct,1197831,9/15/2021,Юг,Техас,Даллас,Женская одежда,53,263,"0,63",Онлайн
Sports Direct,1197831,9/16/2021,Юг,Техас,Даллас,Мужская уличная обувь,41,231,"0,52",Онлайн
Sports Direct,1197831,9/17/2021,Юг,Техас,Даллас,Мужская спортивная обувь,48,215,"0,54",Онлайн
Sports Direct,1197831,9/18/2021,Юг,Техас,Даллас,Женская уличная обувь,44,254,"0,55",Онлайн
Sports Direct,1197831,9/19/2021,Юг,Техас,Даллас,Женская спортивная обувь,43,150,"0,61",Онлайн
Sports Direct,1197831,9/20/2021,Юг,Техас,Даллас,Мужская одежда,47,167,"0,46",Онлайн
Sports Direct,1197831,9/21/2021,Юг,Техас,Даллас,Женская одежда,54,255,"0,67",Онлайн
Sports Direct,1197831,9/22/2021,Юг,Техас,Даллас,Мужская уличная обувь,49,208,"0,51",Онлайн
Sports Direct,1197831,9/23/2021,Юг,Техас,Даллас,Мужская спортивная обувь,53,208,"0,50",Онлайн
Sports Direct,1197831,9/24/2021,Юг,Техас,Даллас,Женская уличная обувь,46,273,"0,55",Онлайн
Sports Direct,1197831,9/25/2021,Юг,Техас,Даллас,Женская спортивная обувь,47,147,"0,65",Онлайн
Sports Direct,1197831,9/26/2021,Юг,Техас,Даллас,Мужская одежда,53,142,"0,48",Онлайн
Sports Direct,1197831,9/27/2021,Юг,Техас,Даллас,Женская одежда,56,233,"0,70",Онлайн
Sports Direct,1197831,9/28/2021,Юг,Техас,Даллас,Мужская уличная обувь,53,181,"0,55",Онлайн
Sports Direct,1197831,9/29/2021,Юг,Техас,Даллас,Мужская спортивная обувь,54,176,"0,51",Онлайн
Sports Direct,1197831,9/30/2021,Юг,Техас,Даллас,Женская уличная обувь,59,203,"0,53",Онлайн
Sports Direct,1197831,10/1/2021,Юг,Техас,Даллас,Женская спортивная обувь,56,126,"0,65",Онлайн
Sports Direct,1197831,10/2/2021,Юг,Техас,Даллас,Мужская одежда,53,135,"0,49",Онлайн
Sports Direct,1197831,10/3/2021,Юг,Техас,Даллас,Женская одежда,48,203,"0,70",Онлайн
Sports Direct,1197831,10/4/2021,Юг,Техас,Даллас,Мужская уличная обувь,39,156,"0,50",Онлайн
Sports Direct,1197831,10/5/2021,Юг,Техас,Даллас,Мужская спортивная обувь,38,169,"0,51",Онлайн
Sports Direct,1197831,10/6/2021,Юг,Техас,Даллас,Женская уличная обувь,41,144,"0,52",Онлайн
Sports Direct,1197831,10/7/2021,Юг,Техас,Даллас,Женская спортивная обувь,41,111,"0,60",Онлайн
Sports Direct,1197831,10/8/2021,Юг,Техас,Даллас,Мужская одежда,36,100,"0,45",Онлайн
Sports Direct,1197831,10/9/2021,Юг,Техас,Даллас,Женская одежда,45,161,"0,70",Онлайн
Sports Direct,1197831,10/10/2021,Юг,Техас,Даллас,Мужская уличная обувь,38,181,"0,55",Онлайн
Sports Direct,1197831,10/11/2021,Юг,Техас,Даллас,Мужская спортивная обувь,37,218,"0,50",Онлайн
Sports Direct,1197831,10/12/2021,Юг,Техас,Даллас,Женская уличная обувь,63,176,"0,55",Онлайн
Sports Direct,1197831,10/13/2021,Юг,Техас,Даллас,Женская спортивная обувь,59,145,"0,62",Онлайн
Sports Direct,1197831,10/14/2021,Юг,Техас,Даллас,Мужская одежда,56,138,"0,48",Онлайн
Sports Direct,1197831,10/15/2021,Юг,Техас,Даллас,Женская одежда,67,176,"0,65",Онлайн
Sports Direct,1197831,10/16/2021,Юг,Техас,Даллас,Мужская уличная обувь,59,223,"0,54",Онлайн
Sports Direct,1197831,10/17/2021,Юг,Техас,Даллас,Мужская спортивная обувь,56,231,"0,52",Онлайн
Sports Direct,1197831,10/18/2021,Юг,Техас,Даллас,Женская уличная обувь,62,189,"0,54",Онлайн
Sports Direct,1197831,10/19/2021,Юг,Техас,Даллас,Женская спортивная обувь,59,173,"0,62",Онлайн
Sports Direct,1197831,10/20/2021,Юг,Техас,Даллас,Мужская одежда,58,158,"0,50",Онлайн
Sports Direct,1197831,10/21/2021,Юг,Техас,Даллас,Женская одежда,65,233,"0,66",Онлайн
Foot Locker,1185732,10/22/2021,Юг,Техас,Даллас,Мужская уличная обувь,44,111,"0,70",Онлайн
Foot Locker,1185732,10/23/2021,Юг,Техас,Даллас,Мужская спортивная обувь,41,68,"0,47",Онлайн
Foot Locker,1185732,10/24/2021,Юг,Техас,Даллас,Женская уличная обувь,33,56,"0,51",Онлайн
Foot Locker,1185732,10/25/2021,Юг,Техас,Даллас,Женская спортивная обувь,38,19,"0,51",Онлайн
Foot Locker,1185732,10/26/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская одежда,54,36,"0,45",Онлайн
Foot Locker,1185732,10/27/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская одежда,43,61,"0,44",Онлайн
Foot Locker,1185732,10/28/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская уличная обувь,42,119,"0,67",Онлайн
Foot Locker,1185732,10/29/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская спортивная обувь,44,35,"0,48",Онлайн
Foot Locker,1185732,10/30/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская уличная обувь,34,46,"0,52",Онлайн
Foot Locker,1185732,10/31/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская спортивная обувь,39,13,"0,52",Онлайн
Foot Locker,1185732,11/1/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская одежда,51,36,"0,46",Онлайн
Foot Locker,1185732,11/2/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская одежда,44,68,"0,45",Онлайн
Foot Locker,1185732,11/3/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская уличная обувь,49,120,"0,70",Онлайн
Foot Locker,1185732,11/4/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская спортивная обувь,47,38,"0,49",Онлайн
Foot Locker,1185732,11/5/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская уличная обувь,36,51,"0,54",Онлайн
Foot Locker,1185732,11/6/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская спортивная обувь,43,8,"0,51",Онлайн
Foot Locker,1185732,11/7/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская одежда,58,20,"0,40",Онлайн
Foot Locker,1185732,11/8/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская одежда,47,44,"0,35",Онлайн
Foot Locker,1185732,11/9/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская уличная обувь,46,122,"0,63",Онлайн
Foot Locker,1185732,11/10/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская спортивная обувь,45,45,"0,42",Онлайн
Foot Locker,1185732,11/11/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская уличная обувь,38,38,"0,46",Онлайн
Foot Locker,1185732,11/12/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская спортивная обувь,42,20,"0,46",Онлайн
Foot Locker,1185732,11/13/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская одежда,55,22,"0,42",Онлайн
Foot Locker,1185732,11/14/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская одежда,48,54,"0,36",Онлайн
Foot Locker,1185732,11/15/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская уличная обувь,58,136,"0,63",Онлайн
Foot Locker,1185732,11/16/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская спортивная обувь,54,53,"0,40",Онлайн
Foot Locker,1185732,11/17/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская уличная обувь,52,42,"0,46",Онлайн
Foot Locker,1185732,11/18/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская спортивная обувь,51,29,"0,47",Онлайн
Foot Locker,1185732,11/19/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская одежда,59,31,"0,42",Онлайн
Foot Locker,1185732,11/20/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская одежда,64,63,"0,45",Онлайн
Foot Locker,1185732,11/21/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская уличная обувь,64,135,"0,65",Онлайн
Foot Locker,1185732,11/22/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская спортивная обувь,59,70,"0,46",Онлайн
Foot Locker,1185732,11/23/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская уличная обувь,52,44,"0,50",Онлайн
Foot Locker,1185732,11/24/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская спортивная обувь,52,39,"0,53",Онлайн
Foot Locker,1185732,11/25/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская одежда,60,45,"0,46",Онлайн
Foot Locker,1185732,11/26/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская одежда,65,81,"0,42",Онлайн
Foot Locker,1185732,11/27/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская уличная обувь,60,145,"0,67",Онлайн
Foot Locker,1185732,11/28/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская спортивная обувь,55,90,"0,50",Онлайн
Foot Locker,1185732,11/29/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская уличная обувь,51,59,"0,50",Онлайн
Foot Locker,1185732,11/30/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская спортивная обувь,51,44,"0,53",Онлайн
Foot Locker,1185732,12/1/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская одежда,64,60,"0,48",Онлайн
Foot Locker,1185732,12/2/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская одежда,64,98,"0,42",Онлайн
Foot Locker,1185732,12/3/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская уличная обувь,60,158,"0,66",Онлайн
Foot Locker,1185732,12/4/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская спортивная обувь,54,75,"0,47",Онлайн
Foot Locker,1185732,12/5/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская уличная обувь,54,61,"0,55",Онлайн
Foot Locker,1185732,12/6/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская спортивная обувь,53,58,"0,54",Онлайн
Foot Locker,1185732,12/7/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская одежда,61,46,"0,46",Онлайн
Foot Locker,1185732,12/8/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская одежда,64,95,"0,43",Онлайн
Foot Locker,1185732,12/9/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская уличная обувь,62,143,"0,60",Онлайн
Foot Locker,1185732,12/10/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская спортивная обувь,48,80,"0,40",Онлайн
Foot Locker,1185732,12/11/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская уличная обувь,41,50,"0,45",Онлайн
Foot Locker,1185732,12/12/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская спортивная обувь,41,53,"0,47",Онлайн
Foot Locker,1185732,12/13/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская одежда,50,36,"0,45",Онлайн
Foot Locker,1185732,12/14/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская одежда,55,61,"0,40",Онлайн
Foot Locker,1185732,12/15/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская уличная обувь,55,104,"0,62",Онлайн
Foot Locker,1185732,12/16/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская спортивная обувь,47,63,"0,42",Онлайн
Foot Locker,1185732,12/17/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская уличная обувь,48,34,"0,45",Онлайн
Foot Locker,1185732,12/18/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская спортивная обувь,48,29,"0,45",Онлайн
